location,continent,date,iso_code,tests_units_status,cardiovasc_death_rate,Deathp100K,diabetes_prevalence,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,male_smokers,Age,Mortality Rate,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,Number of Records,population,population_density,positive_rate,stringency_index,tests_per_case,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,Waterfall
South Africa,Africa,26-04-2020,ZAF,people tested,200.38,0.15,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,26,1.972024765,141,2.377,7,0.118,7639,0.129,7705,0.13,1,59308690,46.754,0.025,87.96,40.644,4361,73.531,86,1.45,168643,2.84,-86
South Africa,Africa,27-04-2020,ZAF,people tested,200.38,0.15,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,30,1.913770348,185,3.119,1,0.017,9827,0.166,8137,0.137,1,59308690,46.754,0.024,87.96,41.037,4546,76.65,87,1.467,178470,3.01,-87
South Africa,Africa,28-04-2020,ZAF,people tested,200.38,0.15,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,24,1.877738368,247,4.165,3,0.051,7027,0.118,8366,0.141,1,59308690,46.754,0.025,87.96,39.224,4793,80.814,90,1.517,185497,3.13,-90
South Africa,Africa,29-04-2020,ZAF,people tested,200.38,0.16,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,24,1.861489191,203,3.423,3,0.051,11630,0.196,9050,0.153,1,59308690,46.754,0.024,87.96,41.378,4996,84.237,93,1.568,197127,3.32,-93
South Africa,Africa,30-04-2020,ZAF,people tested,200.38,0.17,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,28,1.925233645,354,5.969,10,0.169,10403,0.175,9137,0.154,1,59308690,46.754,0.027,87.96,37.294,5350,90.206,103,1.737,207530,3.5,-103
Mexico,North America,29-02-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,0,2,0.016,0,0,26,0,35,0,1,128932753,66.444,0.008,2.78,122.5,2,0.016,0,0,1893,0.02,0
Mexico,North America,01-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,0,2,0.016,0,0,28,0,38,0,1,128932753,66.444,0.015,2.78,66.5,4,0.031,0,0,1921,0.02,0
Mexico,North America,02-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,0,1,0.008,0,0,78,0.001,45,0,1,128932753,66.444,0.016,2.78,63,5,0.039,0,0,1999,0.02,0
Mexico,North America,09-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,0,2,0.016,0,0,79,0.001,58,0,1,128932753,66.444,0.005,2.78,203,7,0.054,0,0,2405,0.02,0
Mexico,North America,12-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,0,4,0.031,0,0,204,0.002,91,0.001,1,128932753,66.444,0.009,2.78,106.167,11,0.085,0,0,2849,0.02,0
Mexico,North America,13-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,0,5,0.039,0,0,284,0.002,124,0.001,1,128932753,66.444,0.013,2.78,78.909,16,0.124,0,0,3133,0.02,0
Mexico,North America,14-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,0,10,0.078,0,0,163,0.001,144,0.001,1,128932753,66.444,0.021,2.78,48,26,0.202,0,0,3296,0.03,0
Mexico,North America,15-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,0,15,0.116,0,0,171,0.001,163,0.001,1,128932753,66.444,0.032,2.78,31.694,41,0.318,0,0,3467,0.03,0
Mexico,North America,16-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,0,12,0.093,0,0,263,0.002,189,0.001,1,128932753,66.444,0.035,2.78,28.761,53,0.411,0,0,3730,0.03,0
Mexico,North America,17-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,0,29,0.225,0,0,459,0.004,240,0.002,1,128932753,66.444,0.045,2.78,22.4,82,0.636,0,0,4189,0.03,0
Mexico,North America,18-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,73,0,11,0.085,0,0,506,0.004,293,0.002,1,128932753,66.444,0.042,2.78,23.849,93,0.721,0,0,4695,0.04,0
Mexico,North America,19-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,0,25,0.194,0,0,590,0.005,348,0.003,1,128932753,66.444,0.044,2.78,22.766,118,0.915,0,0,5285,0.04,0
Mexico,North America,20-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,0,46,0.357,0,0,569,0.004,389,0.003,1,128932753,66.444,0.054,2.78,18.399,164,1.272,0,0,5854,0.05,0
Mexico,North America,21-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,0.985221675,39,0.302,2,0.016,399,0.003,422,0.003,1,128932753,66.444,0.06,8.33,16.689,203,1.574,2,0.016,6253,0.05,-2
Mexico,North America,22-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,0.796812749,48,0.372,0,0,314,0.002,443,0.003,1,128932753,66.444,0.068,8.33,14.767,251,1.947,2,0.016,6567,0.05,-2
Mexico,North America,23-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,70,0.632911392,65,0.504,0,0,831,0.006,524,0.004,1,128932753,66.444,0.072,19.44,13.947,316,2.451,2,0.016,7398,0.06,-2
Mexico,North America,24-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,74,1.089918256,51,0.396,2,0.016,1127,0.009,619,0.005,1,128932753,66.444,0.066,52.78,15.204,367,2.846,4,0.031,8525,0.07,-4
Mexico,North America,25-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,1.234567901,38,0.295,1,0.008,1230,0.01,723,0.006,1,128932753,66.444,0.062,52.78,16.221,405,3.141,5,0.039,9755,0.08,-5
Mexico,North America,26-03-2020,MEX,people tested,152.78,0,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,1.052631579,70,0.543,0,0,1220,0.009,813,0.006,1,128932753,66.444,0.063,63.89,15.941,475,3.684,5,0.039,10975,0.09,-5
Mexico,North America,27-03-2020,MEX,people tested,152.78,0.01,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,1.367521368,110,0.853,3,0.023,1456,0.011,940,0.007,1,128932753,66.444,0.064,63.89,15.629,585,4.537,8,0.062,12431,0.1,-8
Mexico,North America,28-03-2020,MEX,people tested,152.78,0.01,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,1.673640167,132,1.024,4,0.031,766,0.006,992,0.008,1,128932753,66.444,0.074,63.89,13.51,717,5.561,12,0.093,13197,0.1,-12
Mexico,North America,29-03-2020,MEX,people tested,152.78,0.01,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,1.886792453,131,1.016,4,0.031,742,0.006,1053,0.008,1,128932753,66.444,0.081,63.89,12.347,848,6.577,16,0.124,13939,0.11,-16
Mexico,North America,12-06-2020,MEX,people tested,152.78,12.37,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,30,11.90081658,4790,37.151,587,4.553,11726,0.091,9627,0.075,1,128932753,66.444,0.42,70.83,2.382,133974,1039.1,15944,123.661,398822,3.09,-15944
Mexico,North America,13-06-2020,MEX,people tested,152.78,12.76,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,31,11.81643151,5222,40.502,504,3.909,5503,0.043,9632,0.075,1,128932753,66.444,0.433,70.83,2.311,139196,1079.602,16448,127.57,404325,3.14,-16448
Mexico,North America,14-06-2020,MEX,people tested,152.78,13.09,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,11.82423435,3494,27.099,424,3.289,4451,0.035,9689,0.075,1,128932753,66.444,0.429,70.83,2.333,142690,1106.701,16872,130.859,408776,3.17,-16872
Mexico,North America,15-06-2020,MEX,people tested,152.78,13.29,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,72,11.67348829,4147,32.164,269,2.086,13064,0.101,9895,0.077,1,128932753,66.444,0.429,70.83,2.329,146837,1138.865,17141,132.945,421840,3.27,-17141
Mexico,North America,16-06-2020,MEX,people tested,152.78,13.64,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,11.69940904,3427,26.58,439,3.405,12573,0.098,10028,0.078,1,128932753,66.444,0.43,70.83,2.327,150264,1165.445,17580,136.35,434413,3.37,-17580
Mexico,North America,17-06-2020,MEX,people tested,152.78,14.2,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,11.82335355,4599,35.67,730,5.662,11962,0.093,10081,0.078,1,128932753,66.444,0.433,70.83,2.309,154863,1201.115,18310,142.012,446375,3.46,-18310
Mexico,North America,18-06-2020,MEX,people tested,152.78,14.8,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,11.94044796,4930,38.237,770,5.972,11693,0.091,10139,0.079,1,128932753,66.444,0.431,70.83,2.319,159793,1239.351,19080,147.984,458068,3.55,-19080
Mexico,North America,19-06-2020,MEX,people tested,152.78,15.32,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,11.93496721,5662,43.914,667,5.173,11722,0.091,10138,0.079,1,128932753,66.444,0.444,70.83,2.254,165455,1283.266,19747,153.157,469790,3.64,-19747
Mexico,North America,20-06-2020,MEX,people tested,152.78,15.82,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,19,11.96234273,5030,39.013,647,5.018,6101,0.047,10224,0.079,1,128932753,66.444,0.437,70.83,2.287,170485,1322.278,20394,158.175,475891,3.69,-20394
Mexico,North America,21-06-2020,MEX,people tested,152.78,16.12,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,11.86116597,4717,36.585,387,3.002,3924,0.03,10148,0.079,1,128932753,66.444,0.458,70.83,2.185,175202,1358.863,20781,161.177,479815,3.72,-20781
Mexico,North America,22-06-2020,MEX,people tested,152.78,16.93,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,27,12.08839901,5343,41.44,1044,8.097,12283,0.095,10037,0.078,1,128932753,66.444,0.48,70.83,2.084,180545,1400.304,21825,169.274,492098,3.82,-21825
Mexico,North America,23-06-2020,MEX,people tested,152.78,17.52,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,27,12.19952248,4577,35.499,759,5.887,12727,0.099,10059,0.078,1,128932753,66.444,0.495,70.83,2.02,185122,1435.803,22584,175.161,504825,3.92,-22584
Mexico,North America,24-06-2020,MEX,people tested,152.78,18.13,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,12.21305052,6288,48.77,793,6.15,12102,0.094,10079,0.078,1,128932753,66.444,0.518,70.83,1.93,191410,1484.572,23377,181.312,516927,4.01,-23377
Mexico,North America,25-06-2020,MEX,people tested,152.78,18.88,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,12.36594919,5437,42.169,965,7.485,12361,0.096,10174,0.079,1,128932753,66.444,0.52,70.83,1.922,196847,1526.742,24342,188.796,529288,4.11,-24342
Mexico,North America,26-06-2020,MEX,people tested,152.78,19.44,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,12.34780809,6104,47.343,718,5.569,12817,0.099,10331,0.08,1,128932753,66.444,0.518,70.83,1.929,202951,1574.084,25060,194.365,542105,4.21,-25060
Mexico,North America,27-06-2020,MEX,people tested,152.78,19.99,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,27,12.37043649,5441,42.2,719,5.577,6542,0.051,10394,0.081,1,128932753,66.444,0.521,70.83,1.919,208392,1616.284,25779,199.941,548647,4.26,-25779
Mexico,North America,28-06-2020,MEX,people tested,152.78,20.46,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,31,12.39696995,4410,34.204,602,4.669,4842,0.038,10525,0.082,1,128932753,66.444,0.51,70.83,1.959,212802,1650.488,26381,204.611,553489,4.29,-26381
Mexico,North America,29-06-2020,MEX,people tested,152.78,20.67,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,30,12.28856547,4050,31.412,267,2.071,14378,0.112,10824,0.084,1,128932753,66.444,0.479,70.83,2.087,216852,1681.9,26648,206.681,567867,4.4,-26648
Mexico,North America,30-06-2020,MEX,people tested,152.78,21.03,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,12.29102181,3805,29.512,473,3.669,13806,0.107,10978,0.085,1,128932753,66.444,0.462,70.83,2.163,220657,1711.412,27121,210.35,581673,4.51,-27121
Mexico,North America,01-07-2020,MEX,people tested,152.78,21.54,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,12.28233129,5432,42.13,648,5.026,14432,0.112,11311,0.088,1,128932753,66.444,0.438,70.83,2.283,226089,1753.542,27769,215.376,596105,4.62,-27769
Mexico,North America,02-07-2020,MEX,people tested,152.78,22.11,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,27,12.30098805,5681,44.062,741,5.747,13212,0.102,11433,0.089,1,128932753,66.444,0.436,70.83,2.292,231770,1797.604,28510,221.123,609317,4.73,-28510
Mexico,North America,03-07-2020,MEX,people tested,152.78,22.64,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,12.23800999,6741,52.283,679,5.266,13560,0.105,11539,0.089,1,128932753,66.444,0.44,70.83,2.271,238511,1849.887,29189,226.389,622877,4.83,-29189
Mexico,North America,04-07-2020,MEX,people tested,152.78,23.15,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,12.16834998,6740,52.275,654,5.072,6177,0.048,11487,0.089,1,128932753,66.444,0.458,70.83,2.182,245251,1902.162,29843,231.462,629054,4.88,-29843
Mexico,North America,05-07-2020,MEX,people tested,152.78,23.55,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,12.04211528,6914,53.625,523,4.056,4881,0.038,11492,0.089,1,128932753,66.444,0.489,70.83,2.044,252165,1955.787,30366,235.518,633935,4.92,-30366
Mexico,North America,06-07-2020,MEX,people tested,152.78,23.76,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,11.92884508,4683,36.321,273,2.117,14818,0.115,11555,0.09,1,128932753,66.444,0.494,70.83,2.022,256848,1992.108,30639,237.636,648753,5.03,-30639
Mexico,North America,07-07-2020,MEX,people tested,152.78,24.14,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,11.88882522,4902,38.02,480,3.723,14736,0.114,11688,0.091,1,128932753,66.444,0.502,70.83,1.991,261750,2030.128,31119,241.358,663489,5.15,-31119
Mexico,North America,08-07-2020,MEX,people tested,152.78,24.83,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,11.94516582,6258,48.537,895,6.942,13997,0.109,11626,0.09,1,128932753,66.444,0.515,70.83,1.941,268008,2078.665,32014,248.3,677486,5.26,-32014
Mexico,North America,09-07-2020,MEX,people tested,152.78,25.44,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,11.92568808,6995,54.253,782,6.065,13395,0.104,11652,0.09,1,128932753,66.444,0.53,70.83,1.887,275003,2132.918,32796,254.365,690881,5.36,-32796
Mexico,North America,10-07-2020,MEX,people tested,152.78,26,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,24,11.87673363,7280,56.464,730,5.662,13243,0.103,11607,0.09,1,128932753,66.444,0.539,70.83,1.856,282283,2189.382,33526,260.027,704124,5.46,-33526
Mexico,North America,11-07-2020,MEX,people tested,152.78,26.52,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,28,11.82367709,6891,53.446,665,5.158,6300,0.049,11624,0.09,1,128932753,66.444,0.54,70.83,1.853,289174,2242.828,34191,265.185,710424,5.51,-34191
Mexico,North America,12-07-2020,MEX,people tested,152.78,26.94,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,32,11.7621957,6094,47.265,539,4.18,4927,0.038,11631,0.09,1,128932753,66.444,0.529,70.83,1.889,295268,2290.093,34730,269.365,715351,5.55,-34730
Mexico,North America,13-07-2020,MEX,people tested,152.78,27.15,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,11.67839867,4482,34.762,276,2.141,15358,0.119,11708,0.091,1,128932753,66.444,0.523,70.83,1.91,299750,2324.855,35006,271.506,730709,5.67,-35006
Mexico,North America,14-07-2020,MEX,people tested,152.78,27.49,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,11.64419334,4685,36.337,443,3.436,14622,0.113,11692,0.091,1,128932753,66.444,0.522,70.83,1.917,304435,2361.192,35449,274.942,745331,5.78,-35449
Mexico,North America,15-07-2020,MEX,people tested,152.78,28.18,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,29,11.66248242,7051,54.687,878,6.81,15755,0.122,11943,0.093,1,128932753,66.444,0.52,70.83,1.923,311486,2415.88,36327,281.752,761086,5.9,-36327
Mexico,North America,16-07-2020,MEX,people tested,152.78,28.62,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,25,11.61899665,6149,47.692,579,4.491,14963,0.116,12167,0.094,1,128932753,66.444,0.501,70.83,1.998,317635,2463.571,36906,286.242,776049,6.02,-36906
Mexico,North America,17-07-2020,MEX,people tested,152.78,29.14,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,11.59544626,6406,49.685,668,5.181,14987,0.116,12416,0.096,1,128932753,66.444,0.48,70.83,2.081,324041,2513.256,37574,291.423,791036,6.14,-37574
Mexico,North America,18-07-2020,MEX,people tested,152.78,29.71,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,11.56360739,7257,56.285,736,5.708,7428,0.058,12577,0.098,1,128932753,66.444,0.478,70.83,2.09,331298,2569.541,38310,297.132,798464,6.19,-38310
Mexico,North America,19-07-2020,MEX,people tested,152.78,30.16,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,11.47433117,7615,59.062,578,4.483,4920,0.038,12576,0.098,1,128932753,66.444,0.496,70.83,2.017,338913,2628.603,38888,301.615,803384,6.23,-38888
Mexico,North America,20-07-2020,MEX,people tested,152.78,30.39,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,27,11.3832853,5311,41.192,296,2.296,16035,0.124,12673,0.098,1,128932753,66.444,0.501,70.83,1.995,344224,2669.795,39184,303.91,819419,6.36,-39184
Mexico,North America,21-07-2020,MEX,people tested,152.78,30.62,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,21,11.30093075,5172,40.114,301,2.335,15127,0.117,12745,0.099,1,128932753,66.444,0.504,70.83,1.984,349396,2709.909,39485,306.245,834546,6.47,-39485
Mexico,North America,22-07-2020,MEX,people tested,152.78,31.33,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,34,11.34019172,6859,53.198,915,7.097,14792,0.115,12607,0.098,1,128932753,66.444,0.507,70.83,1.971,356255,2763.107,40400,313.342,849338,6.59,-40400
Mexico,North America,23-07-2020,MEX,people tested,152.78,31.95,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,38,11.36984713,6019,46.683,790,6.127,14092,0.109,12483,0.097,1,128932753,66.444,0.511,70.83,1.958,362274,2809.79,41190,319.469,863430,6.7,-41190
Mexico,North America,24-07-2020,MEX,people tested,152.78,32.5,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,38,11.30473252,8438,65.445,718,5.569,13761,0.107,12308,0.095,1,128932753,66.444,0.542,70.83,1.846,370712,2875.235,41908,325.038,877191,6.8,-41908
Mexico,North America,25-07-2020,MEX,people tested,152.78,33.08,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,35,11.27324636,7573,58.736,737,5.716,6173,0.048,12129,0.094,1,128932753,66.444,0.553,70.83,1.807,378285,2933.971,42645,330.754,883364,6.85,-42645
Mexico,North America,26-07-2020,MEX,people tested,152.78,33.64,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,18,11.26492068,6751,52.361,729,5.654,4375,0.034,12051,0.093,1,128932753,66.444,0.547,70.83,1.829,385036,2986.332,43374,336.408,887739,6.89,-43374
Mexico,North America,27-07-2020,MEX,people tested,152.78,33.88,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,16,11.18520112,5480,42.503,306,2.373,13607,0.106,11704,0.091,1,128932753,66.444,0.565,70.83,1.77,390516,3028.835,43680,338.781,901346,6.99,-43680
Mexico,North America,28-07-2020,MEX,people tested,152.78,34.14,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,30,11.13103019,4973,38.57,342,2.653,13352,0.104,11450,0.089,1,128932753,66.444,0.575,70.83,1.739,395489,3067.405,44022,341.434,914698,7.09,-44022
Mexico,North America,29-07-2020,MEX,people tested,152.78,34.81,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,30,11.14386251,7208,55.905,854,6.624,12302,0.095,11095,0.086,1,128932753,66.444,0.598,70.83,1.672,402697,3123.31,44876,348.057,927000,7.19,-44876
Mexico,North America,01-06-2020,MEX,people tested,152.78,7.7,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,30,10.95252802,3152,24.447,151,1.171,10367,0.08,7915,0.061,1,128932753,66.444,0.398,72.69,2.513,90664,703.188,9930,77.017,290879,2.26,-9930
Mexico,North America,02-06-2020,MEX,people tested,152.78,7.89,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,30,10.88136137,2771,21.492,237,1.838,9724,0.075,8025,0.062,1,128932753,66.444,0.398,72.69,2.516,93435,724.68,10167,78.855,300603,2.33,-10167
Mexico,North America,03-06-2020,MEX,people tested,152.78,8.25,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,10.92924809,3891,30.179,470,3.645,10242,0.079,8162,0.063,1,128932753,66.444,0.398,72.69,2.51,97326,754.859,10637,82.5,310845,2.41,-10637
Mexico,North America,04-06-2020,MEX,people tested,152.78,9.1,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,11.58458286,3912,30.341,1091,8.462,10078,0.078,8347,0.065,1,128932753,66.444,0.397,72.69,2.517,101238,785.2,11728,90.962,320923,2.49,-11728
Mexico,North America,05-06-2020,MEX,people tested,152.78,9.73,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,25,11.87074186,4442,34.452,817,6.337,10509,0.082,8546,0.066,1,128932753,66.444,0.406,72.69,2.464,105680,819.652,12545,97.299,331432,2.57,-12545
Mexico,North America,06-06-2020,MEX,people tested,152.78,10.21,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,75,11.96989802,4346,33.707,625,4.847,5466,0.042,8591,0.067,1,128932753,66.444,0.422,72.69,2.368,110026,853.36,13170,102.146,336898,2.61,-13170
Mexico,North America,07-06-2020,MEX,people tested,152.78,10.48,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,71,11.89149702,3593,27.867,341,2.645,4058,0.031,8635,0.067,1,128932753,66.444,0.432,72.69,2.315,113619,881.227,13511,104.791,340956,2.64,-13511
Mexico,North America,08-06-2020,MEX,people tested,152.78,10.62,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,25,11.69824855,3484,27.022,188,1.458,11622,0.09,8814,0.068,1,128932753,66.444,0.429,72.69,2.334,117103,908.249,13699,106.249,352578,2.74,-13699
Mexico,North America,09-06-2020,MEX,people tested,152.78,10.9,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,11.70088758,2999,23.26,354,2.746,11641,0.09,9088,0.07,1,128932753,66.444,0.419,72.69,2.386,120102,931.509,14053,108.995,364219,2.83,-14053
Mexico,North America,10-06-2020,MEX,people tested,152.78,11.36,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,19,11.78510229,4199,32.567,596,4.623,11589,0.09,9280,0.072,1,128932753,66.444,0.415,72.69,2.408,124301,964.076,14649,113.617,375808,2.92,-14649
Mexico,North America,11-06-2020,MEX,people tested,152.78,11.91,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,23,11.88769507,4883,37.872,708,5.491,11288,0.088,9453,0.073,1,128932753,66.444,0.422,72.69,2.368,129184,1001.949,15357,119.109,387096,3,-15357
Mexico,North America,30-03-2020,MEX,people tested,152.78,0.02,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,2.014098691,145,1.125,4,0.031,1667,0.013,1173,0.009,1,128932753,66.444,0.082,82.41,12.129,993,7.702,20,0.155,15606,0.12,-20
Mexico,North America,31-03-2020,MEX,people tested,152.78,0.02,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,29,2.559414991,101,0.783,8,0.062,1486,0.012,1224,0.009,1,128932753,66.444,0.085,82.41,11.785,1094,8.485,28,0.217,17092,0.13,-28
Mexico,North America,01-04-2020,MEX,people tested,152.78,0.02,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,34,2.386831276,121,0.938,1,0.008,1581,0.012,1274,0.01,1,128932753,66.444,0.091,82.41,11.01,1215,9.424,29,0.225,18673,0.15,-29
Mexico,North America,02-04-2020,MEX,people tested,152.78,0.03,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,22,2.685050798,163,1.264,8,0.062,1685,0.013,1340,0.01,1,128932753,66.444,0.096,82.41,10.388,1378,10.688,37,0.287,20358,0.16,-37
Mexico,North America,03-04-2020,MEX,people tested,152.78,0.04,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,26,3.311258278,132,1.024,13,0.101,1724,0.013,1379,0.011,1,128932753,66.444,0.096,82.41,10.436,1510,11.712,50,0.388,22082,0.17,-50
Mexico,North America,04-04-2020,MEX,people tested,152.78,0.05,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,30,3.55450237,178,1.381,10,0.078,1076,0.008,1423,0.011,1,128932753,66.444,0.097,82.41,10.258,1688,13.092,60,0.465,23158,0.18,-60
Mexico,North America,05-04-2020,MEX,people tested,152.78,0.06,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,34,4.17989418,202,1.567,19,0.147,803,0.006,1432,0.011,1,128932753,66.444,0.104,82.41,9.62,1890,14.659,79,0.613,23961,0.19,-79
Mexico,North America,06-04-2020,MEX,people tested,152.78,0.07,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,20,4.386374242,253,1.962,15,0.116,1989,0.015,1478,0.011,1,128932753,66.444,0.111,82.41,8.997,2143,16.621,94,0.729,25950,0.2,-94
Mexico,North America,07-04-2020,MEX,people tested,152.78,0.1,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,25,5.125051251,296,2.296,31,0.24,1982,0.015,1549,0.012,1,128932753,66.444,0.124,82.41,8.062,2439,18.917,125,0.969,27932,0.22,-125
Mexico,North America,08-04-2020,MEX,people tested,152.78,0.11,13.06,2.5,6.9,17336.469,87.847,1.38,75.05,21.4,29,5.062836625,346,2.684,16,0.124,2166,0.017,1632,0.013,1,128932753,66.444,0.137,82.41,7.276,2785,21.6,141,1.094,30098,0.23,-141
