location,continent,date,iso_code,tests_units_status,cardiovasc_death_rate,Deathp100K,diabetes_prevalence,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,male_smokers,Age,Mortality Rate,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,Number of Records,population,population_density,positive_rate,stringency_index,tests_per_case,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,Waterfall
India,Asia,10-07-2020,IND,samples tested,282.28,1.57,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,31,2.721585484,26506,19.207,475,0.344,283659,0.206,246677,0.179,1,1380004385,450.419,0.097,77.78,10.262,793802,575.217,21604,15.655,11024491,7.99,-21604
India,Asia,11-07-2020,IND,samples tested,282.28,1.6,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,56,2.69491641,27114,19.648,519,0.376,282511,0.205,252410,0.183,1,1380004385,450.419,0.098,77.78,10.237,820916,594.865,22123,16.031,11307002,8.19,-22123
India,Asia,12-07-2020,IND,samples tested,282.28,1.64,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,2.668932957,28637,20.751,551,0.399,280151,0.203,256870,0.186,1,1380004385,450.419,0.098,77.78,10.194,849553,615.616,22674,16.43,11587153,8.4,-22674
India,Asia,13-07-2020,IND,samples tested,282.28,1.68,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,2.638644401,28701,20.798,500,0.362,219103,0.159,262371,0.19,1,1380004385,450.419,0.098,77.78,10.156,878254,636.414,23174,16.793,11806256,8.56,-23174
India,Asia,14-07-2020,IND,samples tested,282.28,1.72,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,32,2.616702252,28498,20.651,553,0.401,286247,0.207,268773,0.195,1,1380004385,450.419,0.099,77.78,10.056,906752,657.065,23727,17.193,12092503,8.76,-23727
India,Asia,15-07-2020,IND,samples tested,282.28,1.76,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,67,2.596613262,29429,21.325,582,0.422,320161,0.232,276985,0.201,1,1380004385,450.419,0.1,77.78,10.006,936181,678.39,24309,17.615,12412664,9,-24309
India,Asia,16-07-2020,IND,samples tested,282.28,1.81,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,78,2.571536502,32695,23.692,606,0.439,326826,0.237,285523,0.207,1,1380004385,450.419,0.101,77.78,9.915,968876,702.082,24915,18.054,12739490,9.23,-24915
India,Asia,17-07-2020,IND,samples tested,282.28,1.86,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,18,2.550426765,34956,25.33,687,0.498,333228,0.241,292604,0.212,1,1380004385,450.419,0.103,77.78,9.752,1003832,727.412,25602,18.552,13072718,9.47,-25602
India,Asia,18-07-2020,IND,samples tested,282.28,1.9,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,22,2.529372803,34884,25.278,671,0.486,361024,0.262,303820,0.22,1,1380004385,450.419,0.102,77.78,9.765,1038716,752.69,26273,19.038,13433742,9.74,-26273
India,Asia,19-07-2020,IND,samples tested,282.28,1.94,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,18,2.488451381,38902,28.19,543,0.393,358127,0.26,314959,0.228,1,1380004385,450.419,0.103,77.78,9.667,1077618,780.88,26816,19.432,13791869,9.99,-26816
India,Asia,20-07-2020,IND,samples tested,282.28,1.99,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,29,2.459386625,40425,29.293,681,0.493,256039,0.186,320236,0.232,1,1380004385,450.419,0.107,77.78,9.348,1118043,810.174,27497,19.925,14047908,10.18,-27497
India,Asia,21-07-2020,IND,samples tested,282.28,2.04,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,74,2.431113123,37148,26.919,587,0.425,333395,0.242,326971,0.237,1,1380004385,450.419,0.109,77.78,9.213,1155191,837.092,28084,20.351,14381303,10.42,-28084
India,Asia,22-07-2020,IND,samples tested,282.28,2.08,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,30,2.408553837,37724,27.336,648,0.47,343243,0.249,330269,0.239,1,1380004385,450.419,0.111,77.78,9.005,1192915,864.428,28732,20.82,14724546,10.67,-28732
India,Asia,23-07-2020,IND,samples tested,282.28,2.16,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,31,2.410798984,45720,33.13,1129,0.818,350823,0.254,333697,0.242,1,1380004385,450.419,0.115,77.78,8.659,1238635,897.559,29861,21.638,15075369,10.92,-29861
India,Asia,24-07-2020,IND,samples tested,282.28,2.22,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,31,2.375955495,49310,35.732,740,0.536,352801,0.256,336493,0.244,1,1380004385,450.419,0.121,77.78,8.291,1287945,933.291,30601,22.175,15428170,11.18,-30601
India,Asia,25-07-2020,IND,samples tested,282.28,2.27,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,31,2.345644012,48916,35.446,757,0.549,420898,0.305,345047,0.25,1,1380004385,450.419,0.123,77.78,8.101,1336861,968.737,31358,22.723,15849068,11.49,-31358
India,Asia,26-07-2020,IND,samples tested,282.28,2.32,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,35,2.31414586,48661,35.261,705,0.511,442263,0.32,357066,0.259,1,1380004385,450.419,0.123,77.78,8.118,1385522,1003.998,32063,23.234,16291331,11.81,-32063
India,Asia,27-07-2020,IND,samples tested,282.28,2.37,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,35,2.282972692,49931,36.182,708,0.513,515472,0.374,394128,0.286,1,1380004385,450.419,0.115,77.78,8.692,1435453,1040.18,32771,23.747,16806803,12.18,-32771
India,Asia,28-07-2020,IND,samples tested,282.28,2.42,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,56,2.25364021,47703,34.567,654,0.474,528082,0.383,421940,0.306,1,1380004385,450.419,0.111,77.78,9.006,1483156,1074.747,33425,24.221,17334885,12.56,-33425
India,Asia,29-07-2020,IND,samples tested,282.28,2.48,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,32,2.232401387,48513,35.154,768,0.557,408855,0.296,431313,0.313,1,1380004385,450.419,0.112,77.78,8.913,1531669,1109.902,34193,24.777,17743740,12.86,-34193
India,Asia,30-07-2020,IND,samples tested,282.28,2.53,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,24,2.207865679,52123,37.77,775,0.562,446642,0.324,445002,0.322,1,1380004385,450.419,0.111,77.78,9.025,1583792,1147.672,34968,25.339,18190382,13.18,-34968
India,Asia,31-07-2020,IND,samples tested,282.28,2.59,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,81,2.181198021,55078,39.911,779,0.564,642588,0.466,486400,0.352,1,1380004385,450.419,0.103,77.78,9.702,1638870,1187.583,35747,25.904,18832970,13.65,-35747
India,Asia,18-05-2020,IND,samples tested,282.28,0.22,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,77,3.149663613,5242,3.799,157,0.114,75150,0.054,89872,0.065,1,1380004385,450.419,0.046,79.17,21.681,96169,69.687,3029,2.195,2302792,1.67,-3029
India,Asia,19-05-2020,IND,samples tested,282.28,0.23,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,20,3.127379151,4970,3.601,134,0.097,101475,0.074,92098,0.067,1,1380004385,450.419,0.047,79.17,21.219,101139,73.289,3163,2.292,2404267,1.74,-3163
India,Asia,20-05-2020,IND,samples tested,282.28,0.24,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,25,3.094145199,5611,4.066,140,0.101,108121,0.078,94020,0.068,1,1380004385,450.419,0.049,79.17,20.27,106750,77.355,3303,2.393,2512388,1.82,-3303
India,Asia,21-05-2020,IND,samples tested,282.28,0.25,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,3.05716498,5609,4.064,132,0.096,103532,0.075,95554,0.069,1,1380004385,450.419,0.051,79.17,19.469,112359,81.419,3435,2.489,2615920,1.9,-3435
India,Asia,22-05-2020,IND,samples tested,282.28,0.26,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,3.024981637,6088,4.412,148,0.107,103514,0.075,97069,0.07,1,1380004385,450.419,0.054,79.17,18.628,118447,85.831,3583,2.596,2719434,1.97,-3583
India,Asia,23-05-2020,IND,samples tested,282.28,0.27,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,2.973597333,6654,4.822,137,0.099,115364,0.084,100074,0.073,1,1380004385,450.419,0.056,79.17,17.888,125101,90.653,3720,2.696,2834798,2.05,-3720
India,Asia,24-05-2020,IND,samples tested,282.28,0.28,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,25,2.932477932,6767,4.904,147,0.107,108623,0.079,102254,0.074,1,1380004385,450.419,0.057,79.17,17.483,131868,95.556,3867,2.802,2943421,2.13,-3867
India,Asia,25-05-2020,IND,samples tested,282.28,0.29,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,25,2.896035147,6977,5.056,154,0.112,90170,0.065,104400,0.076,1,1380004385,450.419,0.058,79.17,17.124,138845,100.612,4021,2.914,3033591,2.2,-4021
India,Asia,26-05-2020,IND,samples tested,282.28,0.3,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,33,2.866281469,6535,4.735,146,0.106,92528,0.067,103122,0.075,1,1380004385,450.419,0.061,79.17,16.316,145380,105.347,4167,3.02,3126119,2.27,-4167
India,Asia,27-05-2020,IND,samples tested,282.28,0.31,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,67,2.857669981,6387,4.628,170,0.123,116041,0.084,104253,0.076,1,1380004385,450.419,0.062,79.17,16.211,151767,109.976,4337,3.143,3242160,2.35,-4337
India,Asia,28-05-2020,IND,samples tested,282.28,0.33,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,24,2.861690235,6566,4.758,194,0.141,119976,0.087,106602,0.077,1,1380004385,450.419,0.062,79.17,16.231,158333,114.734,4531,3.283,3362136,2.44,-4531
India,Asia,29-05-2020,IND,samples tested,282.28,0.34,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,32,2.838376589,7466,5.41,175,0.127,121702,0.088,109201,0.079,1,1380004385,450.419,0.062,79.17,16.143,165799,120.144,4706,3.41,3483838,2.53,-4706
India,Asia,30-05-2020,IND,samples tested,282.28,0.36,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,24,2.860793149,7964,5.771,265,0.192,127761,0.093,110972,0.08,1,1380004385,450.419,0.063,79.17,15.963,173763,125.915,4971,3.602,3611599,2.62,-4971
India,Asia,31-05-2020,IND,samples tested,282.28,0.37,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28,2.835135031,8380,6.072,193,0.14,125428,0.091,113372,0.082,1,1380004385,450.419,0.063,79.17,15.785,182143,131.987,5164,3.742,3737027,2.71,-5164
India,Asia,01-08-2020,IND,samples tested,282.28,2.65,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,29,2.152786458,57118,41.39,764,0.554,525689,0.381,501370,0.363,1,1380004385,450.419,0.102,79.63,9.773,1695988,1228.973,36511,26.457,19358659,14.03,-36511
India,Asia,02-08-2020,IND,samples tested,282.28,2.71,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,2.134203983,54735,39.663,853,0.618,463172,0.336,504357,0.365,1,1380004385,450.419,0.103,79.63,9.667,1750723,1268.636,37364,27.075,19821831,14.36,-37364
India,Asia,03-08-2020,IND,samples tested,282.28,2.76,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,27,2.114270983,52972,38.385,771,0.559,381027,0.276,485151,0.352,1,1380004385,450.419,0.108,79.63,9.222,1803695,1307.021,38135,27.634,20202858,14.64,-38135
India,Asia,04-08-2020,IND,samples tested,282.28,2.82,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,24,2.098240868,52050,37.717,803,0.582,661892,0.48,504266,0.365,1,1380004385,450.419,0.106,79.63,9.474,1855745,1344.738,38938,28.216,20864750,15.12,-38938
India,Asia,05-08-2020,IND,samples tested,282.28,2.88,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,25,2.085414206,52509,38.05,857,0.621,619652,0.449,534380,0.387,1,1380004385,450.419,0.101,79.63,9.933,1908254,1382.788,39795,28.837,21484402,15.57,-39795
India,Asia,06-08-2020,IND,samples tested,282.28,2.95,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,2.071685121,56282,40.784,904,0.655,664949,0.482,565567,0.41,1,1380004385,450.419,0.096,79.63,10.398,1964536,1423.572,40699,29.492,22149351,16.05,-40699
India,Asia,04-05-2020,IND,samples tested,282.28,0.1,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,3.228081725,2553,1.85,72,0.052,60783,0.044,63059,0.046,1,1380004385,450.419,0.033,81.94,30.149,42533,30.821,1373,0.995,1107233,0.8,-1373
India,Asia,05-05-2020,IND,samples tested,282.28,0.11,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,3.376908664,3900,2.826,195,0.141,84713,0.061,67888,0.049,1,1380004385,450.419,0.036,81.94,27.957,46433,33.647,1568,1.136,1191946,0.86,-1568
India,Asia,06-05-2020,IND,samples tested,282.28,0.12,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,31,3.429774655,2958,2.143,126,0.091,84835,0.061,72288,0.052,1,1380004385,450.419,0.036,81.94,28.02,49391,35.79,1694,1.228,1276781,0.93,-1694
India,Asia,07-05-2020,IND,samples tested,282.28,0.13,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,3.367200483,3561,2.58,89,0.064,80632,0.058,75316,0.055,1,1380004385,450.419,0.038,81.94,26.49,52952,38.371,1783,1.292,1357413,0.98,-1783
India,Asia,08-05-2020,IND,samples tested,282.28,0.14,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,24,3.347414007,3390,2.457,103,0.075,80375,0.058,76448,0.055,1,1380004385,450.419,0.04,81.94,25.125,56342,40.827,1886,1.367,1437788,1.04,-1886
India,Asia,09-05-2020,IND,samples tested,282.28,0.14,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,18,3.320371426,3320,2.406,95,0.069,85425,0.062,78121,0.057,1,1380004385,450.419,0.041,81.94,24.494,59662,43.233,1981,1.436,1523213,1.1,-1981
India,Asia,10-05-2020,IND,samples tested,282.28,0.15,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,22,3.350863535,3277,2.375,128,0.093,85824,0.062,80370,0.058,1,1380004385,450.419,0.041,81.94,24.504,62939,45.608,2109,1.528,1609037,1.17,-2109
India,Asia,11-05-2020,IND,samples tested,282.28,0.16,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,3.285084584,4213,3.053,97,0.07,64651,0.047,80922,0.059,1,1380004385,450.419,0.043,81.94,23.009,67152,48.661,2206,1.599,1673688,1.21,-2206
India,Asia,12-05-2020,IND,samples tested,282.28,0.17,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,33,3.240714568,3604,2.612,87,0.063,85891,0.062,81090,0.059,1,1380004385,450.419,0.043,81.94,23.337,70756,51.272,2293,1.662,1759579,1.28,-2293
India,Asia,13-05-2020,IND,samples tested,282.28,0.17,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,33,3.251167863,3525,2.554,122,0.088,94671,0.069,82496,0.06,1,1380004385,450.419,0.043,81.94,23.201,74281,53.827,2415,1.75,1854250,1.34,-2415
India,Asia,14-05-2020,IND,samples tested,282.28,0.18,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,37,3.267823032,3722,2.697,134,0.097,92791,0.067,84233,0.061,1,1380004385,450.419,0.042,81.94,23.537,78003,56.524,2549,1.847,1947041,1.41,-2549
India,Asia,15-05-2020,IND,samples tested,282.28,0.19,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,37,3.231670123,3967,2.875,100,0.072,92911,0.067,86023,0.062,1,1380004385,450.419,0.043,81.94,23.496,81970,59.398,2649,1.92,2039952,1.48,-2649
India,Asia,16-05-2020,IND,samples tested,282.28,0.2,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,37,3.202234117,3970,2.877,103,0.075,94325,0.068,87295,0.063,1,1380004385,450.419,0.043,81.94,23.254,85940,62.275,2752,1.994,2134277,1.55,-2752
India,Asia,17-05-2020,IND,samples tested,282.28,0.21,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,37,3.15857776,4987,3.614,120,0.087,93365,0.068,88372,0.064,1,1380004385,450.419,0.045,81.94,22.102,90927,65.889,2872,2.081,2227642,1.61,-2872
India,Asia,23-03-2020,IND,samples tested,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,20,1.59453303,119,0.086,3,0.002,3708,0.003,1462,0.001,1,1380004385,450.419,0.034,86.57,29.578,439,0.318,7,0.005,20707,0.02,-7
India,Asia,24-03-2020,IND,samples tested,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,73,1.829268293,53,0.038,2,0.001,157,0,1295,0.001,1,1380004385,450.419,0.04,86.57,24.7,492,0.357,9,0.007,20864,0.02,-9
India,Asia,24-04-2020,IND,samples tested,282.28,0.05,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,27,3.111322962,1684,1.22,37,0.027,41247,0.03,29524,0.021,1,1380004385,450.419,0.047,96.3,21.328,23077,16.722,718,0.52,541789,0.39,-718
India,Asia,25-04-2020,IND,samples tested,282.28,0.06,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,16,3.162490819,1429,1.036,57,0.041,38168,0.028,29691,0.022,1,1380004385,450.419,0.049,96.3,20.521,24506,17.758,775,0.562,579957,0.42,-775
India,Asia,26-04-2020,IND,samples tested,282.28,0.06,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,3.109903382,1990,1.442,49,0.036,45352,0.033,31960,0.023,1,1380004385,450.419,0.048,96.3,20.746,26496,19.2,824,0.597,625309,0.45,-824
India,Asia,27-04-2020,IND,samples tested,282.28,0.06,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,3.126344472,1396,1.012,48,0.035,40510,0.029,33388,0.024,1,1380004385,450.419,0.045,96.3,21.993,27892,20.212,872,0.632,665819,0.48,-872
India,Asia,28-04-2020,IND,samples tested,282.28,0.07,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,30,3.173093256,1543,1.118,62,0.045,50914,0.037,36302,0.026,1,1380004385,450.419,0.043,96.3,23.453,29435,21.33,934,0.677,716733,0.52,-934
India,Asia,29-04-2020,IND,samples tested,282.28,0.07,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28,3.213966552,1897,1.375,73,0.053,54031,0.039,41312,0.03,1,1380004385,450.419,0.039,96.3,25.483,31332,22.704,1007,0.73,770764,0.56,-1007
India,Asia,30-04-2020,IND,samples tested,282.28,0.08,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,36,3.249621785,1718,1.245,67,0.049,59437,0.043,47094,0.034,1,1380004385,450.419,0.035,96.3,28.28,33050,23.949,1074,0.778,830201,0.6,-1074
India,Asia,01-05-2020,IND,samples tested,282.28,0.08,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,36,3.273121593,1993,1.444,73,0.053,72453,0.053,51552,0.037,1,1380004385,450.419,0.033,96.3,30.157,35043,25.393,1147,0.831,902654,0.65,-1147
India,Asia,02-05-2020,IND,samples tested,282.28,0.09,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,3.262266981,2293,1.662,71,0.051,73709,0.053,56629,0.041,1,1380004385,450.419,0.032,96.3,30.897,37336,27.055,1218,0.883,976363,0.71,-1218
India,Asia,03-05-2020,IND,samples tested,282.28,0.09,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,21,3.254127064,2644,1.916,83,0.06,70087,0.051,60163,0.044,1,1380004385,450.419,0.032,96.3,31.233,39980,28.971,1301,0.943,1046450,0.76,-1301
India,Asia,22-03-2020,IND,samples tested,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,26,1.25,89,0.064,0,0,1298,0.001,1121,0.001,1,1380004385,450.419,0.029,100,34.117,320,0.232,4,0.003,16999,0.01,-4
India,Asia,25-03-2020,IND,samples tested,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,22,1.601423488,70,0.051,0,0,4280,0.003,1717,0.001,1,1380004385,450.419,0.035,100,28.28,562,0.407,9,0.007,25144,0.02,-9
India,Asia,03-04-2020,IND,samples tested,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,27,2.433724468,336,0.243,6,0.004,21294,0.015,5937,0.004,1,1380004385,450.419,0.038,100,26.353,2301,1.667,56,0.041,69245,0.05,-56
India,Asia,04-04-2020,IND,samples tested,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28,2.343211578,601,0.436,12,0.009,10705,0.008,6984,0.005,1,1380004385,450.419,0.042,100,24.095,2902,2.103,68,0.049,79950,0.06,-68
India,Asia,05-04-2020,IND,samples tested,282.28,0.01,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,80,2.282157676,472,0.342,9,0.007,9584,0.007,7870,0.006,1,1380004385,450.419,0.043,100,23.002,3374,2.445,77,0.056,89534,0.07,-77
India,Asia,06-04-2020,IND,samples tested,282.28,0.01,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,24,2.680108188,693,0.502,32,0.023,11534,0.008,9036,0.007,1,1380004385,450.419,0.047,100,21.112,4067,2.947,109,0.079,101068,0.07,-109
India,Asia,07-04-2020,IND,samples tested,282.28,0.01,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,22,2.578602126,354,0.257,5,0.004,12947,0.009,10403,0.008,1,1380004385,450.419,0.044,100,22.972,4421,3.204,114,0.083,114015,0.08,-114
India,Asia,08-04-2020,IND,samples tested,282.28,0.01,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,2.868694648,773,0.56,35,0.025,13904,0.01,11906,0.009,1,1380004385,450.419,0.046,100,21.949,5194,3.764,149,0.108,127919,0.09,-149
India,Asia,09-04-2020,IND,samples tested,282.28,0.01,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,2.895012208,540,0.391,17,0.012,16991,0.012,13851,0.01,1,1380004385,450.419,0.039,100,25.725,5734,4.155,166,0.12,144910,0.11,-166
India,Asia,10-04-2020,IND,samples tested,282.28,0.01,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,3.103555833,678,0.491,33,0.024,16420,0.012,13155,0.01,1,1380004385,450.419,0.045,100,22.4,6412,4.646,199,0.144,161330,0.12,-199
India,Asia,11-04-2020,IND,samples tested,282.28,0.02,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,3.209346045,1035,0.75,40,0.029,18044,0.013,14203,0.01,1,1380004385,450.419,0.046,100,21.875,7447,5.396,239,0.173,179374,0.13,-239
India,Asia,12-04-2020,IND,samples tested,282.28,0.02,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,3.267113451,909,0.659,34,0.025,16374,0.012,15173,0.011,1,1380004385,450.419,0.047,100,21.319,8356,6.055,273,0.198,195748,0.14,-273
India,Asia,13-04-2020,IND,samples tested,282.28,0.02,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,3.365384615,796,0.577,35,0.025,21806,0.016,16641,0.012,1,1380004385,450.419,0.044,100,22.908,9152,6.632,308,0.223,217554,0.16,-308
India,Asia,14-04-2020,IND,samples tested,282.28,0.02,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,3.271253498,1211,0.878,31,0.022,27339,0.02,18697,0.014,1,1380004385,450.419,0.045,100,22.026,10363,7.509,339,0.246,244893,0.18,-339
India,Asia,15-04-2020,IND,samples tested,282.28,0.03,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,19,3.296030775,1075,0.779,38,0.028,29706,0.022,20954,0.015,1,1380004385,450.419,0.043,100,23.491,11438,8.288,377,0.273,274599,0.2,-377
India,Asia,16-04-2020,IND,samples tested,282.28,0.03,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,75,3.344103393,942,0.683,37,0.027,28357,0.021,22578,0.016,1,1380004385,450.419,0.042,100,23.781,12380,8.971,414,0.3,302956,0.22,-414
India,Asia,17-04-2020,IND,samples tested,282.28,0.03,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,23,3.264360947,1007,0.73,23,0.017,32167,0.023,24828,0.018,1,1380004385,450.419,0.04,100,24.917,13387,9.701,437,0.317,335123,0.24,-437
India,Asia,18-04-2020,IND,samples tested,282.28,0.03,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,27,3.338433718,991,0.718,43,0.031,37000,0.027,27536,0.02,1,1380004385,450.419,0.036,100,27.81,14378,10.419,480,0.348,372123,0.27,-480
India,Asia,19-04-2020,IND,samples tested,282.28,0.04,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,35,3.226832994,1334,0.967,27,0.02,29463,0.021,29405,0.021,1,1380004385,450.419,0.036,100,27.982,15712,11.385,507,0.367,401586,0.29,-507
Colombia,South America,14-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,78,0,7,0.138,0,0,589,0.012,219,0.004,1,50882884,44.223,0.01,34.26,102.2,16,0.314,0,0,2343,0.05,0
Colombia,South America,15-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,27,0,18,0.354,0,0,833,0.016,338,0.007,1,50882884,44.223,0.014,34.26,71.697,34,0.668,0,0,3176,0.06,0
Colombia,South America,16-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,24,0,11,0.216,0,0,431,0.008,394,0.008,1,50882884,44.223,0.016,45.37,62.682,45,0.884,0,0,3607,0.07,0
Colombia,South America,17-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,26,0,12,0.236,0,0,324,0.006,429,0.008,1,50882884,44.223,0.018,50.93,55.611,57,1.12,0,0,3931,0.08,0
Colombia,South America,18-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,79,0,8,0.157,0,0,759,0.015,508,0.01,1,50882884,44.223,0.017,50.93,57.355,65,1.277,0,0,4690,0.09,0
Colombia,South America,19-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,78,0,37,0.727,0,0,673,0.013,567,0.011,1,50882884,44.223,0.023,50.93,42.677,102,2.005,0,0,5363,0.11,0
Colombia,South America,20-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,72,0,26,0.511,0,0,403,0.008,573,0.011,1,50882884,44.223,0.03,50.93,33.706,128,2.516,0,0,5766,0.11,0
Colombia,South America,21-03-2020,COL,samples tested,124.24,0,7.44,4.5,4.7,13254.949,65.386,1.71,77.29,13.5,74,0,30,0.59,0,0,298,0.006,532,0.01,1,50882884,44.223,0.038,50.93,26.225,158,3.105,0,0,6064,0.12,0
